Airfoil: W1011-30 f0
 17.84    0.78  -0.1220
 16.82    0.78  -0.1109
 15.66    0.76  -0.1056
 14.64    0.76  -0.1041
 13.75    0.78  -0.1063
 12.70    0.78  -0.1030
 11.74    0.80  -0.1011
 11.10    1.00   0.0106
  9.85    0.93   0.0086
  8.86    0.86   0.0063
  7.73    0.78   0.0039
  6.67    0.69   0.0020
  5.70    0.60   0.0008
  4.74    0.51  -0.0003
  3.80    0.42  -0.0018
  2.70    0.31  -0.0034
  1.59    0.20  -0.0047
  0.69    0.10  -0.0064
 -0.34   -0.01  -0.0019
 -1.31   -0.13   0.0029
 -2.33   -0.22  -0.0006
 -3.38   -0.33   0.0018
 -4.38   -0.43   0.0004
 -5.58   -0.55  -0.0013
 -6.62   -0.65  -0.0020
 -7.63   -0.74  -0.0046
 -8.56   -0.82  -0.0068
 -9.66   -0.89  -0.0090
Tabulated from data in file 07130sn.dat & reduced using program C10.20

Average Reynolds #:
400024.8
Number of angles of attack:
49
 alpha  /   Cl   /  Cm
-10.29   -0.97  -0.0067
 -9.30   -0.89  -0.0049
 -8.29   -0.82  -0.0034
 -7.42   -0.73  -0.0027
 -6.19   -0.61  -0.0018
 -5.23   -0.52  -0.0011
 -4.17   -0.41  -0.0013
 -3.24   -0.31  -0.0024
 -2.10   -0.18  -0.0043
 -1.11   -0.09  -0.0034
 -0.06    0.01  -0.0019
  1.05    0.12  -0.0016
  1.98    0.22  -0.0023
  3.05    0.32  -0.0026
  4.03    0.41  -0.0021
  5.08    0.51  -0.0018
  6.08    0.62  -0.0011
  7.06    0.71  -0.0003
  8.04    0.80   0.0008
  9.16    0.90   0.0024
 10.20    0.97   0.0043
 11.23    1.04   0.0066
 12.14    1.08   0.0075
 13.15    1.09  -0.0146
 13.87    0.83  -0.1153
 13.93    0.84  -0.1173
 12.78    0.85  -0.1064
 12.34    1.08   0.0086
 10.87    1.02   0.0065
  9.82    0.95   0.0046
  8.95    0.88   0.0032
  7.85    0.79   0.0017
  6.72    0.68   0.0005
  5.81    0.59  -0.0001
  4.73    0.48  -0.0007
  3.65    0.38  -0.0012
  2.70    0.30  -0.0017
  1.71    0.20  -0.0021
  0.61    0.08  -0.0004
 -0.48   -0.02  -0.0016
 -1.38   -0.11  -0.0031
 -2.50   -0.23  -0.0026
 -3.51   -0.35  -0.0002
 -4.57   -0.46   0.0005
 -5.54   -0.55  -0.0002
 -6.54   -0.65  -0.0015
 -7.69   -0.76  -0.0030
 -8.65   -0.84  -0.0044
 -9.66   -0.93  -0.0056
Tabulated from data in file 07132sn.dat & reduced using program C10.20

File w1011-30_f0_lift.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:57
